auction_id,round,bidder,frn,gross_payment,discount,net_payment,discount_uncapped,discount_uncapped_small
107,7,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,7,Cellco Partnership,0003290673,45318537151,,,,
107,7,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,7,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,7,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,7,Granite Wireless LLC,0030007280,170510,,,,
107,7,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,7,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,7,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,7,"NewLevel II, L.P.",0029984747,1277291098,,,,
107,7,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,7,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,7,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,7,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,7,T-Mobile License LLC,0001565449,9319020390,,,,
107,7,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,7,United States Cellular Corporation,0004372322,1279971321,,,,
107,7,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,6,AT&T Spectrum Frontiers LLC,0027840180,23393286356,,,,
107,6,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,6,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,6,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,6,Cellco Partnership,0003290673,45314075959,,,,
107,6,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,6,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,6,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,6,Granite Wireless LLC,0030007280,170510,,,,
107,6,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,6,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,6,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,6,"NewLevel II, L.P.",0029984747,1277291098,,,,
107,6,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,6,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,6,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,6,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,6,T-Mobile License LLC,0001565449,9317905092,,,,
107,6,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,6,United States Cellular Corporation,0004372322,1279971321,,,,
107,6,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,5,AT&T Spectrum Frontiers LLC,0027840180,23393286356,,,,
107,5,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,5,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,5,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,5,Cellco Partnership,0003290673,45308902367,,,,
107,5,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,5,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,5,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,5,Granite Wireless LLC,0030007280,170510,,,,
107,5,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,5,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,5,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,5,"NewLevel II, L.P.",0029984747,1277291098,,,,
107,5,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,5,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,5,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,5,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,5,T-Mobile License LLC,0001565449,9316611694,,,,
107,5,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,5,United States Cellular Corporation,0004372322,1279971321,,,,
107,5,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,4,AT&T Spectrum Frontiers LLC,0027840180,23393286356,,,,
107,4,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,4,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,4,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,4,Cellco Partnership,0003290673,45304585957,,,,
107,4,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,4,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,4,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,4,Granite Wireless LLC,0030007280,170510,,,,
107,4,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,4,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,4,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,4,"NewLevel II, L.P.",0029984747,1277266098,,,,
107,4,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,4,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,4,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,4,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,4,T-Mobile License LLC,0001565449,9316416734,,,,
107,4,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,4,United States Cellular Corporation,0004372322,1279971321,,,,
107,4,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,3,AT&T Spectrum Frontiers LLC,0027840180,23390180876,,,,
107,3,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,3,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,3,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,3,Cellco Partnership,0003290673,45295583377,,,,
107,3,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,3,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,3,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,3,Granite Wireless LLC,0030007280,170510,,,,
107,3,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,3,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,3,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,3,"NewLevel II, L.P.",0029984747,1277140148,,,,
107,3,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,3,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,3,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,3,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,3,T-Mobile License LLC,0001565449,9316416734,,,,
107,3,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,3,United States Cellular Corporation,0004372322,1279971321,,,,
107,3,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,2,AT&T Spectrum Frontiers LLC,0027840180,23387348646,,,,
107,2,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,2,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,2,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,2,Cellco Partnership,0003290673,45288149835,,,,
107,2,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,2,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,2,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,2,Granite Wireless LLC,0030007280,170510,,,,
107,2,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,2,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,2,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,2,"NewLevel II, L.P.",0029984747,1277140148,,,,
107,2,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,2,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,2,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,2,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,2,T-Mobile License LLC,0001565449,9314960156,,,,
107,2,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,2,United States Cellular Corporation,0004372322,1279971321,,,,
107,2,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,1,AT&T Spectrum Frontiers LLC,0027840180,23380292326,,,,
107,1,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,1,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,1,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,1,Cellco Partnership,0003290673,45272253043,,,,
107,1,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,1,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,1,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,1,Granite Wireless LLC,0030007280,170510,,,,
107,1,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,1,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,1,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,1,"NewLevel II, L.P.",0029984747,1276857139,,,,
107,1,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,1,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,1,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,1,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,1,T-Mobile License LLC,0001565449,9314960156,,,,
107,1,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,1,United States Cellular Corporation,0004372322,1279971321,,,,
107,1,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,0,AT&T Spectrum Frontiers LLC,0027840180,23373079996,,,,
107,0,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,0,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,0,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,0,Cellco Partnership,0003290673,45263378683,,,,
107,0,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,0,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,0,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,0,Granite Wireless LLC,0030007280,170510,,,,
107,0,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,0,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,0,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,0,"NewLevel II, L.P.",0029984747,1276857139,,,,
107,0,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,0,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,0,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,0,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,0,T-Mobile License LLC,0001565449,9312741566,,,,
107,0,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,0,United States Cellular Corporation,0004372322,1279971321,,,,
107,0,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
